title,artist,highest_peak,total_weeks_on_chart,first_appearance,hit_score,is_hit
Shotta Flow,NLE Choppa,36,210,2019-05-03,484,1
Shotta Flow 5,NLE Choppa,54,6,2020-06-26,58,0
Shotta Flow 6,NLE Choppa,86,1,2022-02-11,16,0
Shottas (Lala),Moneybagg Yo,35,10,2021-05-07,85,0
Should've Been Us,Tori Kelly,51,55,2015-07-31,159,1
Should've Ducked,Lil Durk Featuring Pooh Shiesty,53,1,2021-02-12,49,0
Should've Wore A Bonnet,21 Savage & Brent Faiyaz,40,10,2024-01-26,80,0
Shout Out To My Ex,Little Mix,69,6,2016-11-11,43,0
Show Me,Kid Ink Featuring Chris Brown,13,496,2013-10-04,1079,1
Show Me How You Burlesque,Christina Aguilera,70,1,2010-12-10,32,0
Show Me Love,Alicia Keys Featuring Miguel,90,1,2019-11-22,12,0
Show Of Hands,"Future, Metro Boomin & A$AP Rocky",71,1,2024-04-26,31,0
Show Out,Juicy J Featuring Big Sean & Young Jeezy,75,36,2013-03-22,97,0
Show Out,"Kid Cudi, Skepta & Pop Smoke",54,1,2020-12-25,48,0
Show Yourself,Idina Menzel & Evan Rachel Wood,70,6,2019-12-06,42,0
Shower,Becky G,16,210,2014-06-20,504,1
Shut Down,BLACKPINK,25,6,2022-09-30,87,0
Shut It Down,Pitbull Featuring Akon,42,102,2010-01-01,262,1
Shut Up,Ariana Grande,47,1,2020-11-13,55,0
Shut Up About Politics,John Rich Featuring The Five,91,1,2019-06-14,11,0
Shut Up And Dance,WALK THE MOON,4,1431,2014-11-21,2958,1
Shut Up My Moms Calling,Hotel Ugly,68,36,2023-01-13,104,0
Shy Away,Twenty One Pilots,87,1,2021-04-23,15,0
Si Antes Te Hubiera Conocido,Karol G,32,210,2024-07-05,488,1
Si No Es Contigo,Cris Mj,72,10,2024-06-07,48,0
Si No Quieres No,Luis R Conriquez x Neton Vega,53,210,2024-05-17,467,1
Si Veo A Tu Mama,Bad Bunny,32,15,2020-03-13,98,0
Sick,New Hollow,86,6,2010-11-19,26,0
Sick Boy,The Chainsmokers,65,6,2018-02-02,47,0
Sicko Mode,Travis Scott,1,1378,2018-08-17,2855,1
Side Effects,The Chainsmokers Featuring Emily Warren,66,21,2018-08-10,76,0
Side To Side,Ariana Grande Featuring Nicki Minaj,4,406,2016-09-16,908,1
Sidewalks,The Weeknd Featuring Kendrick Lamar,27,10,2016-12-16,93,0
Sign Of The Times,Harry Styles,4,91,2017-04-28,278,1
Signs,Drake,36,21,2017-07-14,106,0
Sigue,J Balvin & Ed Sheeran,89,1,2022-04-08,13,0
Sigues Con El,Arcangel x Sech,78,6,2020-04-24,34,0
Silence,Marshmello Featuring Khalid,30,257,2017-09-01,584,1
Silent Hill,Kendrick Lamar & Kodak Black,7,66,2022-05-27,225,1
Silent Night,Carrie Underwood,94,3,2020-12-18,12,0
Silly Love Songs,Glee Cast,45,1,2011-02-25,57,0
Silly Watch,Lil Uzi Vert,9,3,2020-03-20,97,0
Simple,Florida Georgia Line,32,210,2018-06-15,488,1
Simple Man,Sawyer Fredericks,71,1,2015-05-15,31,0
Sin Fin,Romeo Santos & Justin Timberlake,100,1,2022-09-16,2,0
Sin Pijama,Becky G + Natti Natasha,70,78,2018-06-15,186,1
Since Way Back,Drake Featuring PARTYNEXTDOOR,70,1,2017-04-07,32,0
Sincerely,YoungBoy Never Broke Again,67,1,2021-10-08,35,0
Sing,Ed Sheeran,13,210,2014-04-25,507,1
Sing,Glee Cast,49,1,2011-03-04,53,0
Sing,My Chemical Romance,58,153,2011-02-25,348,1
Sing!,Glee Cast,87,1,2010-10-29,15,0
Singing In The Rain / Umbrella,Glee Cast Featuring Gwyneth Paltrow,18,6,2010-12-03,94,0
Single Again,Big Sean,64,6,2019-08-09,48,0
Single Saturday Night,Cole Swindell,26,210,2021-05-14,494,1
Single Soon,Selena Gomez,19,78,2023-09-08,237,1
Single Than She Was,Morgan Wallen,56,3,2023-03-17,50,0
Singles You Up,Jordan Davis,50,190,2018-02-16,430,1
Sippin' On Fire,Florida Georgia Line,40,210,2014-10-24,480,1
Sir Baudelaire,"Tyler, The Creator Featuring DJ Drama",59,1,2021-07-09,43,0
Sirens,Pearl Jam,76,1,2013-10-25,26,0
Sirens,Travis Scott,27,3,2023-08-11,79,0
Sit Next To Me,Foster The People,42,210,2018-03-30,478,1
"Sit Still, Look Pretty",Daya,28,300,2016-06-17,672,1
Sittin' On Top Of The World,Burna Boy,80,6,2023-09-08,32,0
Six Feet Apart,Luke Combs,58,3,2020-05-15,48,0
Six Feet Under,The Weeknd,34,10,2016-12-16,86,0
Six Thirty,Ariana Grande,63,1,2020-11-13,39,0
Sixteen,Thomas Rhett,42,120,2018-11-23,298,1
Skate,Silk Sonic (Bruno Mars & Anderson .Paak),14,45,2021-08-13,176,1
SkeeYee,Sexyy Red,62,78,2023-09-15,194,1
Skeletons,Travis Scott,47,1,2018-08-17,55,0
Skepta Interlude,Drake,76,1,2017-04-07,26,0
Ski,Future,26,6,2024-10-04,86,0
Ski,Young Thug & Gunna,18,120,2021-04-30,322,1
Skin,Sabrina Carpenter,48,6,2021-02-05,64,0
Skin And Bones,David Kushner,70,1,2024-02-02,32,0
Skinny,Billie Eilish,18,10,2024-05-31,102,0
Skitzo,Travis Scott Featuring Young Thug,34,3,2023-08-11,72,0
Sky Walker,Miguel Featuring Travis Scott,29,338,2017-09-22,747,1
SkyBox,Gunna,65,3,2020-03-20,41,0
Skyfall,Adele,8,210,2012-10-19,512,1
Skyscraper,Demi Lovato,10,120,2011-07-29,330,1
Slatty,Young Thug & Gunna Featuring Yak Gotti & Lil Duke,99,1,2021-04-30,3,0
Slave To The Rhythm,Michael Jackson,45,1,2014-06-06,57,0
Slay3r,Playboi Carti,72,1,2021-01-08,30,0
Sleazy Flow,SleazyWorld Go Featuring Lil Baby,47,210,2022-06-10,473,1
Sleazy Remix 2.0 Get Sleazier,"Ke$ha Featuring Lil Wayne, Wiz Khalifa, T.I. & Andre 3000",37,3,2010-11-19,69,0
Sledgehammer,Fifth Harmony,40,120,2014-12-12,300,1
Sleep Without You,Brett Young,47,171,2016-09-30,395,1
Sleeping On The Floor,Future & Lil Uzi Vert,68,1,2020-11-27,34,0
Sleeping With A Friend,Neon Trees,51,136,2014-03-14,321,1
Sleigh Ride,The Ronettes,8,528,2018-12-21,1148,1
Slide,Calvin Harris Featuring Frank Ocean & Migos,25,210,2017-03-17,495,1
Slide,French Montana Featuring Blueface & Lil Tjay,90,1,2019-05-03,12,0
Slide,H.E.R. Featuring YG,43,210,2020-01-03,477,1
Slide,¥$: Kanye West & Ty Dolla $ign,88,1,2024-08-16,14,0
Slide Away,Miley Cyrus,47,21,2019-08-30,95,0
Slidin,21 Savage & Metro Boomin,32,3,2020-10-16,74,0
Slim Pickins,Sabrina Carpenter,27,15,2024-09-06,103,0
Slime You Out,Drake Featuring SZA,1,105,2023-09-29,309,1
Slimed In,Future & Metro Boomin,20,3,2024-04-05,86,0
Slippery,Migos Featuring Gucci Mane,29,231,2017-02-17,533,1
Slow Dance In A Parking Lot,Jordan Davis,37,190,2020-01-10,443,1
Slow Dancing,V,51,1,2023-09-22,51,0
Slow Dancing In The Dark,Joji,69,91,2019-03-29,213,1
Slow Down,Selena Gomez,27,210,2013-06-21,493,1
Slow Down Summer,Thomas Rhett,43,153,2021-11-19,363,1
Slow Hands,Niall Horan,11,496,2017-05-19,1081,1
Slow It Down,Benson Boone,32,435,2024-04-05,938,1
Slow Me Down,Sara Evans,89,15,2014-03-28,41,0
Slow Motion,Trey Songz,26,351,2015-02-06,776,1
Slumber Party,Britney Spears Featuring Tinashe,86,1,2016-12-09,16,0
Slut Me Out,NLE Choppa,28,105,2023-03-03,282,1
Slut! (Taylor's Version) [From The Vault],Taylor Swift,3,15,2023-11-10,127,1
Small Talk,Katy Perry,81,1,2019-08-23,21,0
Small Town Boy,Dustin Lynch,36,210,2017-06-23,484,1
Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,67,210,2014-06-27,453,1
Smaller Acts,Zach Bryan,38,6,2023-09-08,74,0
Smeraldo Garden Marching Band,Jimin & Loco,88,1,2024-07-12,14,0
Smile,Avril Lavigne,68,28,2011-07-22,88,0
Smile,JAY-Z Featuring Gloria Carter,56,1,2017-07-28,46,0
Smile,Juice WRLD & The Weeknd,8,55,2020-08-21,202,1
Smile,Uncle Kracker,31,371,2010-01-01,811,1
Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,56,190,2018-09-07,424,1
Smile Back,Mac Miller,55,1,2011-11-25,47,0
Smoke,A Thousand Horses,47,210,2015-03-13,473,1
Smoke A Little Smoke,Eric Church,78,210,2010-10-01,442,1
Smoke Break,Carrie Underwood,43,190,2015-09-11,437,1
Smoke One,YoungBoy Never Broke Again,97,1,2022-02-04,5,0
Smoke Strong,YoungBoy Never Broke Again,61,1,2021-10-08,41,0
Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),5,210,2021-11-19,515,1
Smoking & Thinking,Lil Durk,60,3,2022-03-25,46,0
Smoking On My Ex Pack,SZA,52,3,2022-12-23,54,0
Smooth,Florida Georgia Line,89,28,2017-10-20,67,0
Smooth Criminal,Glee Cast Featuring 2Cellos,26,3,2012-02-17,80,0
Smurk Carter,Lil Durk,95,1,2023-11-24,7,0
Snake Skin,Trippie Redd,87,1,2019-08-23,15,0
Snap,Rosa Linn,67,120,2022-09-02,273,1
Snap Backs & Tattoos,Driicky Graham,73,91,2012-06-29,209,1
Snapback,Old Dominion,50,210,2016-02-12,470,1
Sneakin',Drake Featuring 21 Savage,28,105,2016-11-11,282,1
Sneaky,21 Savage,33,6,2024-01-26,79,0
Sneaky Links,Rod Wave,98,1,2021-04-09,4,0
Snitches & Rats,21 Savage & Metro Boomin Featuring Young Nudy,61,1,2020-10-16,41,0
Snitches Ain't...,"YG Featuring Tyga, Snoop Dogg & Nipsey Hussle",100,1,2012-02-24,2,0
Snitchin,Pop Smoke Featuring Quavo & Future,54,1,2020-07-17,48,0
Snooze,SZA,2,2485,2022-12-23,5068,1
Snow On Tha Bluff,J. Cole,54,3,2020-06-26,52,0
Snow On The Beach,Taylor Swift Featuring Lana Del Rey,4,36,2022-11-04,168,1
Snowchild,The Weeknd,32,1,2020-04-03,70,0
Snowflakes,Tom MacDonald,71,1,2021-06-18,31,0
So American,Olivia Rodrigo,58,1,2024-04-05,44,0
So Done,The Kid LAROI,59,120,2020-11-06,281,1
So Good,B.o.B,11,171,2012-03-09,431,1
So Good,Halsey,51,136,2022-06-24,321,1
So High School,Taylor Swift,24,15,2024-05-03,106,0
So In Love,Jill Scott Featuring Anthony Hamilton,97,1,2011-07-08,5,0
"So Long, London",Taylor Swift,5,36,2024-05-03,167,1
So Many Girls,"DJ Drama Featuring Wale, Tyga & Roscoe Dash",90,1,2013-03-29,12,0
So Special,Lil Wayne Featuring John Legend,95,1,2011-09-16,7,0
Soak City,310babii,53,190,2023-11-24,427,1
Sober,Demi Lovato,47,6,2018-07-06,65,0
Sober Saturday Night,Chris Young Featuring Vince Gill,47,66,2017-01-20,185,1
Social Distancing,Lil Baby,65,1,2020-05-15,37,0
Sofia,Clairo,98,1,2020-10-23,4,0
Solar Power,Lorde,64,1,2021-06-25,38,0
Soldier,Damien,74,1,2015-01-02,28,0
Soldier Of Love,Sade,52,66,2010-01-29,180,1
Solia,Bad Bunny,94,1,2020-03-13,8,0
Solid,Young Thug & Gunna Featuring Drake,12,28,2021-04-30,144,1
Solitaires,Future Featuring Travis Scott,32,6,2020-05-29,80,0
Solo,Clean Bandit Featuring Demi Lovato,58,91,2018-07-06,224,1
Solo,Frank Ocean,96,1,2016-09-09,6,0
Solo,Iyaz,32,171,2010-02-26,410,1
Solo de Mi,Bad Bunny,93,1,2019-01-11,9,0
Soltera,"Lunay, Daddy Yankee & Bad Bunny",66,153,2019-05-24,340,1
Some Girls,Jameson Rodgers,29,153,2020-08-21,377,1
Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy,97,6,2017-02-17,15,0
Some Nights,fun.,3,1596,2012-03-09,3289,1
Some Of It,Eric Church,43,91,2019-06-07,239,1
Somebody,Bridgit Mendler,89,1,2011-05-06,13,0
Somebody,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",96,10,2019-11-01,24,0
Somebody,Justin Bieber,91,1,2021-04-02,11,0
Somebody,Natalie La Rose Featuring Jeremih,10,351,2015-02-06,792,1
Somebody Else Will,Justin Moore,59,91,2017-06-23,223,1
Somebody Like That,Tenille Arts,50,136,2021-01-29,322,1
Somebody Save Me,Eminem & Jelly Roll,27,6,2024-07-26,85,0
Somebody That I Used To Know,Christina Grimmie & Adam Levine,66,1,2014-06-06,36,0
Somebody That I Used To Know,Glee Cast,26,3,2012-04-27,80,0
Somebody That I Used To Know,Gotye Featuring Kimbra,1,1770,2012-01-20,3639,1
Somebody To Love,Glee Cast,62,1,2011-03-04,40,0
Somebody To Love,Jordan Smith,21,3,2015-12-25,85,0
Somebody To Love,Justin Bieber Featuring Usher,15,171,2010-05-28,427,1
Somebody's Heartbreak,Hunter Hayes,54,210,2012-12-07,466,1
Somebody's Problem,Morgan Wallen,25,91,2020-12-04,257,1
Somebody's Watching Me,Rockwell,2,41,2021-11-12,180,1
Someday,Rob Thomas,59,232,2010-01-01,505,1
Someday At Christmas,Lizzo,59,15,2022-12-09,71,0
Someone Else,Miley Cyrus,93,1,2013-10-25,9,0
Someone Else Calling You Baby,Luke Bryan,56,210,2010-11-12,464,1
Someone Like You,Adele,1,780,2011-03-11,1659,1
Someone You Loved,Lewis Capaldi,1,1485,2019-05-24,3069,1
Somethin Tells Me,Bryson Tiller,74,1,2017-06-16,28,0
Somethin' 'Bout A Truck,Kip Moore,29,210,2012-02-24,491,1
Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,19,210,2014-06-06,501,1
Something About The Sunshine,Christopher Wilde & Anna Margaret,81,1,2010-03-05,21,0
Something Big,Shawn Mendes,80,6,2014-11-21,32,0
Something In The Orange,Zach Bryan,10,2211,2022-05-06,4512,1
Something In The Water,Carrie Underwood,24,210,2014-10-17,496,1
Something In The Way,Nirvana,46,1,2022-03-25,56,0
Something In The Way You Move,Ellie Goulding,43,55,2016-02-12,167,1
Something Just Like This,The Chainsmokers & Coldplay,3,780,2017-03-10,1657,1
Something New,Wiz Khalifa Featuring Ty Dolla $ign,92,1,2017-09-01,10,0
Something New,Zendaya Featuring Chris Brown,93,6,2016-03-25,19,0
Something Real,Post Malone,67,1,2023-08-11,35,0
Something Special,Pop Smoke,41,28,2020-07-17,115,0
Something To Do With My Hands,Thomas Rhett,93,10,2012-07-27,27,0
Sometimes,Juice WRLD,57,1,2022-04-01,45,0
Somewhere,Glee Cast,75,1,2011-10-14,27,0
Somewhere Else,Toby Keith,80,36,2011-04-22,92,0
Somewhere In My Car,Keith Urban,49,210,2014-09-12,471,1
Somewhere On A Beach,Dierks Bentley,35,210,2016-02-12,485,1
Somewhere Only We Know,Glee Cast,42,1,2011-05-13,60,0
Somewhere Over The Rainbow,Nicholas David,96,1,2012-12-21,6,0
Somewhere With You,Kenny Chesney,31,210,2010-11-19,489,1
Son Of A Sinner,Jelly Roll,31,406,2022-07-15,881,1
Song About A Girl,Eric Paslay,85,55,2014-06-20,125,1
Song For Another Time,Old Dominion,59,171,2016-10-14,383,1
Songbird,Glee Cast,68,1,2011-05-20,34,0
Soon You'll Get Better,Taylor Swift Featuring Dixie Chicks,63,1,2019-09-06,39,0
Sorry,Beyonce,11,210,2016-05-13,509,1
Sorry,Justin Bieber,1,903,2015-11-13,1905,1
Sorry,Rick Ross Featuring Chris Brown,97,1,2015-12-25,5,0
Sorry For Party Rocking,LMFAO,49,66,2012-02-10,183,1
Sorry Not Sorry,Bryson Tiller,67,120,2016-01-01,273,1
Sorry Not Sorry,"DJ Khaled Featuring Nas, JAY-Z & James Fauntleroy",30,1,2021-05-14,72,0
Sorry Not Sorry,Demi Lovato,6,642,2017-07-28,1378,1
Sorry Not Sorry,Lil Yachty & Veeze,99,1,2024-09-13,3,0
Sorry Not Sorry,"Tyler, The Creator",48,3,2023-04-14,58,0
Soul,Lee Brice,83,21,2022-09-02,59,0
SoulFly,Rod Wave,55,1,2021-04-09,47,0
Sour Candy,Lady Gaga & BLACKPINK,33,3,2020-06-12,73,0
South Of France,Future,57,3,2024-10-04,49,0
South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B,49,78,2019-07-26,207,1
South To West,Gunna,70,1,2022-01-21,32,0
Southbound,Carrie Underwood,64,91,2019-07-26,218,1
Southern Comfort Zone,Brad Paisley,54,210,2012-10-19,466,1
Southern Girl,Tim McGraw,42,210,2013-08-09,478,1
Southern Voice,Tim McGraw,49,135,2010-01-01,321,1
Southside,Lil Baby,79,1,2018-06-01,23,0
Soy El Unico,Yahritza y Su Esencia,20,15,2022-04-08,110,0
Space Cadet,Metro Boomin Featuring Gunna,51,21,2018-11-16,91,0
Space Oddity,David Bowie,15,15,2016-01-29,115,0
Spaghettii,"Beyonce, Linda Martell & Shaboozey",31,1,2024-04-12,71,0
Sparks,Hilary Duff,93,1,2015-07-03,9,0
Sparks Fly,Taylor Swift,17,210,2010-11-12,503,1
Sparks Fly (Taylor's Version),Taylor Swift,22,3,2023-07-21,84,0
Speak Now,Taylor Swift,8,6,2010-10-22,104,0
Speak Now (Taylor's Version),Taylor Swift,33,1,2023-07-21,69,0
Speak To A Girl,Tim McGraw & Faith Hill,61,3,2017-04-14,45,0
Special,Lizzo Featuring SZA,52,55,2023-02-24,158,1
Special,SZA,37,21,2022-12-23,105,0
Speechless,Dan + Shay,24,820,2018-09-21,1716,1
Speed Drive,Charli xcx,73,15,2023-08-04,57,0
Speed It Up,Gunna,91,1,2019-03-08,11,0
Spicy,Nas Featuring Fivio Foreign & A$AP Ferg,96,1,2020-09-04,6,0
Spicy,Ty Dolla $ign Featuring Post Malone,53,1,2020-11-06,49,0
Spin Again,Lil Uzi Vert,51,1,2023-07-14,51,0
Spin Bout U,Drake & 21 Savage,5,435,2022-11-18,965,1
Spin You Around (1/24),Morgan Wallen,24,210,2024-02-09,496,1
Spirit,Beyonce,98,1,2019-07-26,4,0
Spit In My Face!,ThxSoMch,100,1,2023-02-03,2,0
Splash Warning,"Meek Mill Featuring Future, Roddy Ricch & Young Thug",77,1,2018-12-14,25,0
Splashin,Rich The Kid,80,15,2019-01-25,50,0
Split,Yeat,79,1,2023-03-10,23,0
Spoil My Night,Post Malone Featuring Swae Lee,15,15,2018-05-11,115,0
Spotless,Zach Bryan Featuring The Lumineers,17,21,2023-09-08,125,1
Spotlight,Gucci Mane Featuring Usher,42,108,2010-01-01,274,1
Springsteen,Eric Church,19,253,2012-03-16,587,1
Squabble Up,Kendrick Lamar,1,10,2024-12-06,119,0
St. Chroma,"Tyler, The Creator Featuring Daniel Caesar",7,36,2024-11-08,165,1
Stain,A Boogie Wit da Hoodie Featuring DaBaby,80,1,2020-02-28,22,0
Stand By Me,Lil Durk Featuring Morgan Wallen,22,120,2023-06-09,318,1
Stand By You,Rachel Platten,37,210,2015-11-27,483,1
Stand On It,Lil Baby,22,6,2022-10-28,90,0
Standing Next To You,Jung Kook,5,190,2023-11-17,475,1
Standing Room Only,Tim McGraw,60,55,2023-09-01,150,1
Star Of The Show,Thomas Rhett,45,190,2016-11-18,435,1
Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,32,171,2022-10-07,410,1
StarStruck,Christopher Wilde,77,1,2010-03-05,25,0
Starboy,The Weeknd Featuring Daft Punk,1,465,2016-10-07,1029,1
Stargazing,Myles Smith,20,528,2024-05-24,1136,1
Stargazing,Travis Scott,8,36,2018-08-17,164,1
Stargirl Interlude,The Weeknd Featuring Lana Del Rey,61,1,2016-12-16,41,0
Staring At The Sky,XXXTENTACION,68,1,2018-12-21,34,0
Staring At The Sun,Post Malone Featuring SZA,34,3,2019-09-20,72,0
Starlight (Taylor's Version),Taylor Swift,90,1,2021-11-26,12,0
Starry Eyes,The Weeknd,79,1,2022-01-21,23,0
Stars,Amanda Brown,97,1,2012-12-07,5,0
Stars,Grace Potter & The Nocturnals,95,1,2012-12-07,7,0
Stars,¥$: Ye & Ty Dolla $ign,39,1,2024-02-23,63,0
Stars Like Confetti,Dustin Lynch,81,21,2023-10-13,61,0
Starships,Nicki Minaj,5,496,2012-03-02,1087,1
Start Me Up / Livin' On A Prayer,Glee Cast,31,1,2010-11-26,71,0
Start This S**t Off Right,Lil Wayne Featuring Ashanti & Mack Maine,76,1,2018-10-12,26,0
Start Up Again,Polo G Featuring Moneybagg Yo,94,1,2021-12-17,8,0
Start Wit Me,Roddy Ricch & Gunna,56,91,2019-11-08,226,1
Started From,Lil Durk,55,1,2022-03-25,47,0
Started From The Bottom,Drake,6,253,2013-02-22,600,1
Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,59,45,2019-01-04,131,1
Starting Over,Chris Stapleton,25,595,2020-09-11,1265,1
Starving,Hailee Steinfeld & Grey Featuring Zedd,12,435,2016-08-19,958,1
State Of Grace,Taylor Swift,13,1,2012-11-02,89,0
State Of Grace (Taylor's Version),Taylor Swift,18,3,2021-11-26,88,0
Static,Steve Lacy,78,28,2022-09-16,78,0
Stay,BTS,22,1,2020-12-04,80,0
Stay,Florida Georgia Line,28,210,2013-11-01,492,1
Stay,Miley Cyrus,75,1,2010-07-09,27,0
Stay,Post Malone,17,10,2018-05-11,103,0
Stay,Rihanna Featuring Mikky Ekko,3,528,2013-02-22,1153,1
Stay,The Kid LAROI & Justin Bieber,1,2016,2021-07-23,4131,1
Stay,Zedd & Alessia Cara,7,496,2017-03-17,1085,1
Stay A Little Longer,Brothers Osborne,46,210,2015-10-23,474,1
Stay Alive,Jung Kook,95,1,2022-02-25,7,0
Stay Down,"Lil Durk, 6LACK & Young Thug",73,10,2020-11-13,47,0
Stay High,Juice WRLD,34,3,2020-07-24,72,0
Stay Schemin,Rick Ross Featuring Drake & French Montana,58,3,2012-05-04,48,0
Stay Stay Stay,Taylor Swift,91,1,2012-11-09,11,0
Stay Stay Stay (Taylor's Version),Taylor Swift,67,1,2021-11-26,35,0
Stay The Night,James Blunt,94,1,2011-02-04,8,0
Stay The Night,Zedd Featuring Hayley Williams,18,253,2013-09-27,588,1
Stay With Me,Josh Kaufman,92,1,2014-05-09,10,0
Stay With Me,Sam Smith,2,1485,2014-04-18,3068,1
Staying Alive,DJ Khaled Featuring Drake & Lil Baby,5,105,2022-08-19,305,1
Steady Mobbin',Young Money Featuring Gucci Mane,48,210,2010-01-08,472,1
Steal My Girl,One Direction,13,171,2014-10-17,429,1
Steal My Love,Dan + Shay,98,1,2021-08-27,4,0
Stealth Mode,J. Cole Featuring Bas,65,1,2024-04-19,37,0
Stepdad,Eminem,93,1,2020-01-31,9,0
Steppin On N*ggas,21 Savage & Metro Boomin,74,1,2020-10-16,28,0
Stepping Stone,Eminem,42,1,2018-09-14,60,0
Stereo Hearts,Glee Cast,92,1,2012-03-02,10,0
Stereo Hearts,Gym Class Heroes Featuring Adam Levine,4,703,2011-07-01,1502,1
Stereo Love,Edward Maya & Vika Jigulina,16,406,2010-10-22,896,1
Stick,JID & J. Cole Featuring Kenny Mason & Sheck Wes,71,1,2022-04-15,31,0
Stick Season,Noah Kahan,9,1378,2023-10-13,2847,1
Stick Talk,Future,91,3,2016-01-08,15,0
Stick That In Your Country Song,Eric Church,92,1,2020-07-10,10,0
Sticky,Drake,6,91,2022-07-01,276,1
Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",10,36,2024-11-08,162,1
Stickz N Stonez,J. Cole,53,1,2024-04-19,49,0
Still,Tim McGraw,91,1,2010-05-07,11,0
Still Chose You,The Kid LAROI Featuring Mustard,100,1,2021-08-06,2,0
Still D.R.E.,Dr. Dre Featuring Snoop Dogg,23,21,2022-02-25,119,0
Still Goin Down,Morgan Wallen,45,36,2020-12-04,127,1
Still Got It,Tyga Featuring Drake,89,1,2011-10-28,13,0
Still Got Time,Zayn Featuring PARTYNEXTDOOR,66,6,2017-04-14,46,0
Still Here,Drake,40,55,2016-05-20,170,1
Still Hood,Lil Baby & Lil Durk,56,1,2021-06-18,46,0
Still Into You,Paramore,24,210,2013-04-26,496,1
Still Runnin,"Lil Baby, Lil Durk & Meek Mill",43,6,2021-06-18,69,0
Still Trappin',Lil Durk & King Von,53,78,2021-01-08,203,1
Stir Fry,Migos,8,231,2018-01-05,554,1
Stitch By Stitch,Javier Colon,17,3,2011-07-15,89,0
Stitches,Shawn Mendes,4,1378,2015-06-12,2852,1
Stockholm Syndrome,One Direction,99,1,2014-12-05,3,0
Stolen Dance,Milky Chance,39,325,2014-08-08,711,1
Stone Rolling,Rod Wave,66,1,2022-08-26,36,0
Stoner,Young Thug,47,120,2014-02-28,293,1
Stop Playin,Lil Baby Featuring Jeremih,81,1,2022-10-28,21,0
Stop Snitching,YG,98,1,2019-05-10,4,0
Stop Trying To Be God,Travis Scott,27,3,2018-08-17,79,0
Stop! In The Name Of Love / Free Your Mind,Glee Cast,38,1,2010-11-26,64,0
Stories About My Brother,Drake,58,1,2023-12-01,44,0
Storm Warning,Hunter Hayes,78,78,2011-11-11,178,1
Story Of My Life,One Direction,6,528,2013-11-15,1150,1
Straight Outta Compton,N.W.A,38,3,2015-09-04,68,0
Straight To It,King Von Featuring Fivio Foreign,93,1,2022-03-18,9,0
Straightenin,Migos,23,105,2021-05-28,287,1
Stranded (Haiti Mon Amour),"Jay-Z, Bono, The Edge & Rihanna",16,3,2010-02-05,90,0
Strange Clouds,B.o.B Featuring Lil Wayne,7,210,2011-10-14,513,1
Stranger,Olivia Rodrigo,75,1,2024-04-05,27,0
Stranger Things,Joyner Lucas & Chris Brown,91,1,2018-03-16,11,0
Strangers,Halsey Featuring Lauren Jauregui,100,1,2017-06-16,2,0
Strangers,Kenya Grace,42,231,2023-09-29,520,1
Strangers By Nature,Adele,41,1,2021-12-03,61,0
Strawberry Peels,Lil Uzi Vert Featuring Young Thug & Gunna,60,1,2020-03-27,42,0
Street Runner,Rod Wave,16,55,2021-03-26,194,1
Streets,Doja Cat,16,210,2021-01-22,504,1
Streets Made Me A King,Future & Metro Boomin,95,1,2024-04-26,7,0
Stressed,Young Thug With J. Cole & T-Shyne,69,1,2021-10-29,33,0
Stressed Out,Twenty One Pilots,2,1378,2015-05-15,2854,1
Stretch You Out,Summer Walker Featuring A Boogie Wit da Hoodie,68,1,2019-10-18,34,0
Strike (Holster),Lil Yachty,71,10,2023-04-21,49,0
Strip,Chris Brown Featuring Kevin K-MAC McCall,37,210,2011-12-09,483,1
Strip It Down,Luke Bryan,30,210,2015-08-07,490,1
Strip Me,Natasha Bedingfield,91,10,2010-11-05,29,0
Strip That Down,Liam Payne Featuring Quavo,10,406,2017-06-09,902,1
Stripes Like Burberry,Future & Lil Uzi Vert,46,1,2020-11-27,56,0
Strong,One Direction,87,1,2013-12-06,15,0
Stronger,Glee Cast,53,1,2010-10-15,49,0
Stronger (What Doesn't Kill You),Kelly Clarkson,1,703,2011-11-11,1505,1
Stubborn Love,The Lumineers,70,120,2012-12-21,270,1
Stuck In A Dream,Lil Mosey x Gunna,62,10,2019-10-04,58,0
Stuck Like Glue,Sugarland,17,300,2010-08-13,683,1
Stuck On A Feeling,Prince Royce Featuring Snoop Dogg,43,55,2015-01-09,167,1
