title,artist,highest_peak,total_weeks_on_chart,first_appearance,hit_score,is_hit,join_key,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Thunder,Imagine Dragons,4,1344,2017-05-19,2784,1,thunder_imagine dragons,1zB4vmk8tFRmM9UULNzbLB,Thunder,Imagine Dragons,85.0,33pt9HBdGlAbRGBHQgsZsU,Evolve,2017-06-23,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.605,0.822,0.0,-4.833,1.0,0.0438,0.00671,0.134,0.147,0.288,167.997,187147.0
Tighten Up,The Black Keys,87,10,2010-11-05,33,0,tighten up_the black keys,2I3CLotxmAz4SgJDU9yFjl,Tighten Up,The Black Keys,49.0,0glJnyA8SbcP5G2vtPDMNB,Brothers,2010-05-18,Blues Rock,56dbowk1V5ycS5jW7DSvi5,rock,classic rock,0.459,0.708,6.0,-6.167,0.0,0.0681,0.00142,4.44e-06,0.485,0.583,108.952,211040.0
Tiimmy Turner,Desiigner,34,210,2016-08-12,486,1,tiimmy turner_desiigner,3NJG6vMH1ZsectZkocMEm0,Tiimmy Turner,Desiigner,72.0,7zf9kyxc3ZhJv79HrjTRir,Tiimmy Turner,2016-07-22,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.602,0.725,6.0,-3.054,1.0,0.0393,0.174,0.0,0.0786,0.304,122.803,239853.0
Tongue Tied,Grouplove,42,210,2011-12-16,478,1,tongue tied_grouplove,0GO8y8jQk1PkHzS31d699N,Tongue Tied,Grouplove,78.0,3oylWMc9TTC6Nx4I6U3axc,Never Trust A Happy Song,2011-09-02,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.56,0.936,3.0,-5.835,1.0,0.0439,0.00847,0.0,0.161,0.371,112.96,218013.0
Tonight Tonight,Hot Chelle Rae,7,465,2011-04-29,1023,1,tonight tonight_hot chelle rae,2i0AUcEnsDm3dsqLrFWUCq,Tonight Tonight,Hot Chelle Rae,74.0,0UkgnXc0w7qiRE2X086BdN,Whatever,2011-11-25,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.686,0.783,4.0,-4.977,1.0,0.119,0.0764,0.0,0.163,0.814,99.978,200467.0
Too Good At Goodbyes,Sam Smith,4,285,2017-09-29,666,1,too good at goodbyes_sam smith,3VlbOrM6nYPprVvzBZllE5,Too Good At Goodbyes,Sam Smith,76.0,3XftSbguntyRTBQaGItmfK,The Thrill Of It All (Special Edition),2017-11-03,Today's Hits (Clean),7ENISpOJhocpMJVcGb0qcT,r&b,hip pop,0.681,0.372,5.0,-8.237,1.0,0.0432,0.64,0.0,0.169,0.476,91.873,201000.0
Toothbrush,DNCE,44,55,2016-07-01,166,1,toothbrush_dnce,7ciLq0Cip0yxiz6KANrOUq,Toothbrush,DNCE,70.0,3Wv4X8OA65pGpFzBkuUgAh,DNCE,2016-11-18,2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,0.554,0.786,7.0,-5.837,1.0,0.132,0.122,0.0,0.468,0.823,104.957,231813.0
Trampoline,SHAED,13,780,2019-06-14,1647,1,trampoline_shaed,0lsRatBUs9HNIZAmoGABzk,Trampoline,SHAED,77.0,3WSazrD65bFptRnMvnesVH,MELT,2018-09-21,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.689,0.412,7.0,-7.523,0.0,0.0301,0.488,0.00016,0.0659,0.537,126.754,184060.0
Trap Queen,Fetty Wap,2,1378,2015-02-06,2854,1,trap queen_fetty wap,5iNRPN7oYQvdB9AmeSW6d3,Trap Queen,Fetty Wap,68.0,4DM34NuOlqu5S8PZAje4iF,Fetty Wap (Deluxe),2015-09-25,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,0.746,0.873,7.0,-3.803,1.0,0.128,0.0244,0.0,0.354,0.817,148.075,222093.0
Treasure,Bruno Mars,5,276,2013-05-31,647,1,treasure_bruno mars,55h7vJchibLdUkxdlX3fK7,Treasure,Bruno Mars,76.0,58ufpQsJ1DS5kq4hhzQDiI,Unorthodox Jukebox,2012-12-07,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.874,0.692,5.0,-5.28,0.0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,178560.0
Treat You Better,Shawn Mendes,6,780,2016-06-24,1654,1,treat you better_shawn mendes,3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,Shawn Mendes,83.0,1ne2D0NxoGyZd31gAM4HNd,Illuminate,2017-04-20,Mix ElectroPop//ElectroHouse// DeepHouse 2020,23swqzpOZwW1NhPiZ7iyFI,pop,electropop,0.444,0.819,10.0,-4.078,0.0,0.341,0.106,0.0,0.107,0.747,82.695,187973.0
True Colors,The Weeknd,48,3,2016-12-16,58,0,true colors_the weeknd,1oGdVdYjeQvojGKDddxLQQ,True Colors,The Weeknd,69.0,2ODvWsOgouMbaA5xf0RkJe,Starboy,2016-11-25,Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,0.624,0.424,1.0,-8.237,1.0,0.24,0.284,0.0,0.173,0.584,76.669,206013.0
Trumpets,Jason Derulo,14,528,2014-06-13,1142,1,trumpets_jason derulo,6jizk5lOUnfpaZXYMdfeC6,Trumpets,Jason Derulo,68.0,1OdcBxCNY52OXH0r4odXqP,Tattoos,2013-09-10,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.627,0.703,0.0,-4.884,1.0,0.236,0.563,0.0,0.0962,0.64,81.897,217307.0
Truth Hurts,Lizzo,1,903,2019-05-17,1905,1,truth hurts_lizzo,4jXTQ3JP6wnsLrTDg2KZ5p,Truth Hurts,Lizzo,51.0,4CA8GvVF7swZafg0zYh9qq,Good as Hell,2016-03-09,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.715,0.624,4.0,-3.046,0.0,0.114,0.11,0.0,0.123,0.412,158.087,173325.0
Try,P!nk,9,300,2012-10-05,691,1,try_pnk,01DSvNTUsVROjnSF5j3UbD,Try,P!nk,10.0,0pqKb2y8h2BWS46HMfmEgD,The Truth About Love,2012-09-14,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.673,0.629,2.0,-7.072,1.0,0.0299,0.00141,0.0,0.0944,0.551,103.998,247907.0
Try Me,The Weeknd,26,3,2018-04-13,80,0,try me_the weeknd,4rv1ww0dUwFZcDVPqhcOcX,Try Me,The Weeknd,19.0,3N88bRVAwQrtKqSV0UgU69,"My Dear Melancholy,",2018-03-30,Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,0.466,0.672,8.0,-5.777,0.0,0.068,0.622,0.00108,0.147,0.108,91.673,221107.0
Tunnel Vision,Kodak Black,6,210,2017-03-10,514,1,tunnel vision_kodak black,4URQKHMxklDp1WQY0c6lZu,Tunnel Vision,Kodak Black,52.0,3ytqFguAk1W1ct3MWCUnmx,Painting Pictures,2017-03-31,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.639,0.486,11.0,-7.761,0.0,0.227,0.0603,0.000103,0.121,0.227,171.896,268240.0
Turning Tables,Adele,63,6,2011-05-06,49,0,turning tables_adele,5O6yk6U8L3rTbFsIwuqe8H,Turning Tables,Adele,66.0,1azUkThwd2HfUDdeNeT147,21,2011-01-19,Neo-Soul Essentials,0DIwi1dMI59NItQtiNcevy,r&b,neo soul,0.305,0.452,0.0,-6.077,0.0,0.0293,0.952,1.68e-05,0.129,0.21,79.83,250133.0
Type Of Way,Rich Homie Quan,50,210,2013-08-02,470,1,type of way_rich homie quan,6nu35hLc8zsA9bwBpcuf5L,Type of Way,Rich Homie Quan,46.0,7HXAggzDfYkYdZoc7sUjcd,Still Goin In - Reloaded,2013-04-30,Urban/Trap - Contemporary RAP,5CK0fshHcik1vWyeCc0zat,r&b,urban contemporary,0.85,0.509,6.0,-9.637,0.0,0.378,0.147,0.0,0.0759,0.763,134.9,261321.0
Uma Thurman,Fall Out Boy,22,378,2015-01-30,834,1,uma thurman_fall out boy,5PUawWFG1oIS2NwEcyHaCr,Uma Thurman,Fall Out Boy,69.0,022DrG7Wp2PSCwzuD0bSzT,American Beauty/American Psycho,2015-01-20,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.622,0.961,4.0,-2.616,0.0,0.0669,0.102,0.00016,0.264,0.687,149.962,211573.0
Unconditionally,Katy Perry,14,210,2013-11-08,506,1,unconditionally_katy perry,4fwbGKNExPtPHbor1TBSY4,Unconditionally,Katy Perry,72.0,5MQBzs5YlZlE28mD9yUItn,PRISM (Deluxe),2013-01-01,2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,0.397,0.725,7.0,-4.862,1.0,0.043,0.00266,0.0,0.208,0.358,128.861,228879.0
Under And Over It,Five Finger Death Punch,77,1,2011-08-19,25,0,under and over it_five finger death punch,0GbN4lapADSramCU7SdunV,Under and Over It,Five Finger Death Punch,0.0,3HnBrDdggr026eXZE5tlyw,Under And Over It,2011-01-01,Hard Rock Workout,3YouF0u7waJnolytf9JCXf,rock,hard rock,0.478,0.996,11.0,-2.996,0.0,0.188,1.4e-05,0.0,0.304,0.116,75.959,230748.0
Under Enemy Arms,Trippie Redd,94,1,2019-06-14,8,0,under enemy arms_trippie redd,1NF9EkR5OpMaoVWbsllcm9,Under Enemy Arms,Trippie Redd,64.0,2iVrW4u0oPERFW5tpkvNAw,Under Enemy Arms,2019-05-29,Sad Trap,7kzKtw5vug3IIxKfLadi8A,rap,trap,0.751,0.776,9.0,-5.266,0.0,0.0357,0.223,0.0,0.0507,0.603,129.987,162462.0
Underdog,Alicia Keys,69,15,2020-02-07,61,0,underdog_alicia keys,3FGiFUJRRp5RGikVrs6kig,Underdog,Alicia Keys,73.0,01aNLzRaKJogmxt3hDeII2,Underdog,2020-01-09,New R&B‏‏​​   ‍,4I6rTSxqKl1LRvES2O9owQ,r&b,urban contemporary,0.655,0.722,0.0,-4.726,0.0,0.048,0.556,0.0,0.133,0.298,90.099,208208.0
Undrunk,FLETCHER,61,21,2019-03-22,81,0,undrunk_fletcher,1Pj5oOFzLYELyyeh1IYRK0,Undrunk,FLETCHER,74.0,4aGGhfTv8mJ9JAiz8dsa0L,you ruined new york city for me,2019-08-16,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,0.613,0.579,5.0,-6.484,1.0,0.0833,0.489,0.0,0.126,0.551,91.863,183428.0
Unsteady,X Ambassadors,20,595,2016-06-03,1270,1,unsteady_x ambassadors,7lGKEWMXVWWTt3X71Bv44I,Unsteady,X Ambassadors,77.0,7A8fZ2jjiu5heq7wNCutKN,VHS,2015-06-30,EDM TROPICAL,3pS63EDS40FVGYL41zAcU4,latin,tropical,0.389,0.665,0.0,-6.169,1.0,0.0644,0.178,0.000732,0.116,0.199,117.055,193547.0
Up All Night,Khalid,89,1,2019-11-29,13,0,up all night_khalid,1mpD5Q8IM32I4bF6eCpU74,Up All Night,Khalid,87.0,2pSH41L4EXqhGHyTjM2dA2,Up All Night,2019-11-14,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin hip hop,0.665,0.712,1.0,-7.536,1.0,0.0527,0.00103,0.00342,0.102,0.669,93.989,157220.0
Up All Night,blink-182,65,3,2011-07-29,41,0,up all night_blink182,73IFtNOdL6gTXhQzvR69b5,Up All Night,blink-182,1.0,4i1FYEgN47z0fsGkBA76gc,Neighborhoods (Deluxe),2011-01-01,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.476,0.896,9.0,-5.097,1.0,0.0543,0.000363,9.83e-05,0.0874,0.45,155.966,199707.0
Use Somebody,Kings Of Leon,4,572,2010-01-01,1240,1,use somebody_kings of leon,7D04SIiYAZq6Kpc4qFhBKY,Use Somebody,Kings of Leon,48.0,0LplRIGNE4ds9AmJ6w0qXa,Mother's Day Songs,2018-03-02,Classic Rock,5BygwTQ3OrbiwVsQhXFHMz,rock,classic rock,0.266,0.756,0.0,-5.386,1.0,0.0464,0.00313,0.000192,0.154,0.16,137.102,231093.0
VIBEZ,DaBaby,21,210,2019-10-11,499,1,vibez_dababy,0fySG6A6qLE8IvDpayb5bM,VIBEZ,DaBaby,88.0,1NsTSXjVNE7XmZ8PmyW0wl,KIRK,2019-09-27,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.768,0.652,1.0,-2.708,0.0,0.307,0.113,0.0,0.107,0.777,154.187,144935.0
Valentino,24kGoldn,92,1,2019-11-22,10,0,valentino_24kgoldn,0c7K73roy6RW4ebDkf4yGh,VALENTINO,24kGoldn,84.0,2iPZkrN305Ow3wO0LL90Cg,VALENTINO,2019-01-25,A1 Hip-Hop,37i9dQZF1DX0sDai2F5jCQ,rap,hip hop,0.745,0.718,9.0,-4.853,0.0,0.183,0.197,0.0,0.134,0.539,151.097,179133.0
Vertigo,Khalid,89,1,2018-11-02,13,0,vertigo_khalid,7stcuQtnHL7C6XdPvpwywv,Vertigo,Khalid,67.0,4UNwL1B7JoymNUiTFJa52B,Suncity,2018-10-19,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.487,0.458,4.0,-7.761,0.0,0.0371,0.552,0.0257,0.117,0.207,115.989,270413.0
Vete,Bad Bunny,33,171,2019-12-06,409,1,vete_bad bunny,5DxXgozhkPLgrbKFY91w0c,Vete,Bad Bunny,93.0,3fxzSn0ObgCjLadyR53ohN,Vete,2019-11-21,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,r&b,hip pop,0.886,0.672,1.0,-4.394,1.0,0.188,0.0363,8.78e-06,0.101,0.526,91.976,192024.0
Vivir Mi Vida,Marc Anthony,92,15,2013-08-09,38,0,vivir mi vida_marc anthony,3QHMxEOAGD51PDlbFPHLyJ,Vivir Mi Vida,Marc Anthony,75.0,6vBpLg3T8bojcqzoKI6m0R,3.0,2013-07-23,Fiesta Latina Mix 🎈🎉💃🏻🕺🏻☀️🏖,2kY6lVc5EcVfI5WNKmPQQG,latin,latin pop,0.655,0.877,0.0,-3.23,0.0,0.0344,0.344,0.0,0.349,0.893,105.017,252347.0
Wait,Maroon 5,24,300,2017-11-24,676,1,wait_maroon 5,1Qg9jWGDkKAGZXj5v2OG59,Wait,Maroon 5,7.0,1Jmq5HEJeA9kNi2SgQul4U,Red Pill Blues (Deluxe),2017-11-03,Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,pop,electropop,0.659,0.604,8.0,-5.084,1.0,0.0542,0.0889,0.0,0.105,0.407,126.135,190643.0
Wake Me Up!,Avicii,4,1485,2013-07-12,3066,1,wake me up_avicii,4h8VwCb1MTGoLKueQ1WgbD,Wake Me Up,Avicii,84.0,1s9tU91VJt4sU5owi29GD3,True,2013-01-01,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.532,0.783,2.0,-5.697,1.0,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427.0
Wake Up,Fetty Wap,50,91,2016-05-13,232,1,wake up_fetty wap,4DBKiDC6keXW8a4deVQ0Qs,Wake Up,Fetty Wap,0.0,4U5YVUYYsvAItcksjYMtHg,Wake Up,2016-04-22,HIP&HOP,5DyJsJZOpMJh34WvUrQzMV,rap,southern hip hop,0.647,0.673,5.0,-5.992,1.0,0.176,0.172,0.0,0.223,0.527,179.971,224000.0
Walk,Foo Fighters,83,91,2011-07-22,199,1,walk_foo fighters,76Je5Wklky23mVoxiRszcN,Walk,Foo Fighters,68.0,5lnQLEUiVDkLbFJHXHQu9m,Wasting Light,2011-04-12,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.231,0.866,9.0,-5.131,1.0,0.0517,3.62e-05,0.000552,0.29,0.191,138.311,255960.0
Walk Me Home,P!nk,49,210,2019-03-08,471,1,walk me home_pnk,6jfEZdUJ2Yla6h7gTJgKuo,Walk Me Home,P!nk,69.0,0hgt3tZlHEGukN56ueTGcL,Hurts 2B Human,2019-04-25,urban contemporary,4WiB26kw0INKwbzfb5M6Tv,r&b,urban contemporary,0.652,0.453,1.0,-6.119,1.0,0.0445,0.0519,0.0,0.179,0.432,88.038,177391.0
Want To Want Me,Jason Derulo,5,630,2015-03-27,1355,1,want to want me_jason derulo,7oGZAicScQt96OAW4AruYy,Want to Want Me,Jason Derulo,76.0,59eUYETmE1zi31ESb3SUkI,Everything Is 4,2015-05-29,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.775,0.68,0.0,-5.508,0.0,0.0629,0.00906,0.0,0.109,0.656,114.025,207719.0
Want U Back,Cher Lloyd,12,210,2012-06-29,508,1,want u back_cher lloyd,5InWRmnfgjVwQWoXHNBATu,Want U Back,Cher Lloyd,62.0,0z5qKyh9ys3kk9oLEzgG5l,Sticks & Stones,2011-11-07,post teen pop,2ltt5ouiEO301o2jbxn30d,pop,post-teen pop,0.696,0.893,9.0,-2.963,1.0,0.076,0.0662,0.0,0.473,0.573,97.954,214013.0
Wanted,Hunter Hayes,16,1081,2012-05-11,2246,1,wanted_hunter hayes,0p1BcEcYVO3uk4KDf3gzkY,Wanted,Hunter Hayes,69.0,5hVo5O3pGkc1VibXveW8gx,Hunter Hayes (Encore),2011-01-01,School Dance 2019 (Squeaky Clean),0SqaMfNsngZCpPw0UuelA7,latin,latin hip hop,0.421,0.476,0.0,-7.692,1.0,0.0298,0.268,0.0,0.0816,0.3,169.784,228840.0
Wasted Times,The Weeknd,27,6,2018-04-13,85,0,wasted times_the weeknd,72TyiiduRmczEbDIEtKQdR,Wasted Times,The Weeknd,18.0,3N88bRVAwQrtKqSV0UgU69,"My Dear Melancholy,",2018-03-30,Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,0.562,0.674,10.0,-6.049,0.0,0.0851,0.622,2.04e-05,0.111,0.293,122.699,220293.0
Water,Ugly God,80,10,2017-01-20,40,0,water_ugly god,7EoSDrwBPUBeBEORrpvgko,Water,Ugly God,61.0,0v4EQZn8clJmIKltNv5h0Y,The Booty Tape,2017-08-04,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,0.816,0.245,0.0,-15.617,0.0,0.414,0.616,0.000813,0.127,0.187,140.04,138936.0
Watermelon Sugar,Harry Styles,1,780,2019-11-29,1659,1,watermelon sugar_harry styles,1e9oZCCiX42nJl0AcqriVo,Watermelon Sugar,Harry Styles,90.0,659e2eKbsMH0vYCs5qgFmy,Watermelon Sugar,2019-11-17,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,edm,pop edm,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,174000.0
Way Down We Go,KALEO,54,36,2017-01-13,118,0,way down we go_kaleo,0y1QJc3SJVPKJ1OvFmFqe6,Way Down We Go,KALEO,76.0,4he4SQup02hEIQdwhZlZlk,A/B,2016-06-10,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.489,0.505,10.0,-8.022,0.0,0.117,0.579,0.000333,0.104,0.337,163.255,213707.0
We Are Never Ever Getting Back Together,Taylor Swift,1,300,2012-08-24,699,1,we are never ever getting back together_taylor swift,0VwNdo84DaVYLIkbVO86ND,We Are Never Ever Getting Back Together,Taylor Swift,74.0,4jTYApZPMapg56gRycOn0D,Red (Big Machine Radio Release Special),2012-10-21,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.628,0.676,7.0,-5.911,1.0,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,193147.0
We Can't Stop,Miley Cyrus,2,351,2013-06-21,800,1,we cant stop_miley cyrus,2y4lAQpi5VTNLu2ldeTdUH,We Can't Stop,Miley Cyrus,77.0,3RDqXDc1bAETps54MSSOW0,Bangerz (Deluxe Version),2013-10-04,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.613,0.622,1.0,-5.794,0.0,0.0334,0.00882,0.0,0.37,0.484,80.003,231240.0
We Dem Boyz,Wiz Khalifa,43,210,2014-05-02,477,1,we dem boyz_wiz khalifa,1ULa3GfdMKs0MfRpm6xVlu,We Dem Boyz,Wiz Khalifa,67.0,2pl9PVgr8QFKRGY0HY69GI,Blacc Hollywood (Deluxe),2014-08-19,HIP&HOP,5DyJsJZOpMJh34WvUrQzMV,rap,southern hip hop,0.717,0.862,8.0,-4.736,1.0,0.054,0.00689,0.0,0.321,0.52,130.021,224933.0
Wet Dreamz,J. Cole,61,210,2014-12-26,459,1,wet dreamz_j cole,6Ius4TC0L3cN74HT7ENE6e,Wet Dreamz,J. Cole,78.0,7viNUmZZ8ztn2UB4XB3jIL,2014 Forest Hills Drive,2014-12-09,Smooth Hip Hop,7ozFIvz1bE1HPgQTUl5qfT,r&b,hip pop,0.504,0.705,6.0,-8.205,0.0,0.364,0.0752,0.0,0.128,0.584,175.483,239320.0
What A Man Gotta Do,Jonas Brothers,16,78,2020-01-31,240,1,what a man gotta do_jonas brothers,4wNIkl5XGiAACjFBlDWuSd,What A Man Gotta Do,Jonas Brothers,73.0,3SgvmlSsTrMuqICaOTlo0p,What A Man Gotta Do,2020-01-17,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.857,0.708,9.0,-7.158,1.0,0.0608,0.0101,1.95e-06,0.0908,0.333,113.015,180645.0
What About Love,Austin Mahone,66,45,2013-06-28,124,1,what about love_austin mahone,52vS7mJ0a70Z4uRCfl8SjH,What About Love,Austin Mahone,53.0,0dcqVluuyFBCScCqH7uAwx,The Secret,2014-01-01,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.632,0.784,2.0,-7.457,1.0,0.0393,0.000157,3.6e-05,0.037,0.278,100.019,203344.0
What About Us,P!nk,13,233,2017-08-25,553,1,what about us_pnk,0Qh38w01QRXK6KHIv0e3hb,What About Us,P!nk,76.0,7hwhuEQT4Fp5bzwLlYZtiz,Beautiful Trauma,2017-10-13,2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,0.489,0.588,1.0,-6.177,1.0,0.0507,0.0285,2.11e-06,0.0906,0.187,113.617,269600.0
What Do You Mean?,Justin Bieber,1,496,2015-09-18,1091,1,what do you mean_justin bieber,4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,Justin Bieber,78.0,6Fr2rQkZ383FcMqFyT7yPr,Purpose (Deluxe),2015-11-13,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,0.845,0.567,5.0,-8.118,0.0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680.0
What Makes You Beautiful,One Direction,4,595,2012-03-02,1286,1,what makes you beautiful_one direction,4cluDES4hQEUhmXj6TXkSo,What Makes You Beautiful,One Direction,78.0,6cunQQ7YZisYOoiFu2ywIq,Up All Night,2012-05-25,post teen pop,2ltt5ouiEO301o2jbxn30d,pop,post-teen pop,0.726,0.787,4.0,-2.494,1.0,0.0738,0.009,0.0,0.0596,0.888,124.989,199987.0
What The Hell,Avril Lavigne,11,210,2011-01-28,509,1,what the hell_avril lavigne,5zTzDqrEmseqL2G8ElgBu7,What the Hell,Avril Lavigne,14.0,3SUtKkjatUCubbgOC8OP4o,Goodbye Lullaby,2011-03-04,🤩🤪Post Teen Pop🤪🤩,6IT8LGpwLw3Pt2XnVUBN7j,pop,post-teen pop,0.571,0.932,6.0,-3.68,0.0,0.0576,0.00448,0.00939,0.117,0.864,150.014,220627.0
What You Want,Evanescence,68,1,2011-08-26,34,0,what you want_evanescence,1yYLeHIe61GotPPs5Cqu7s,What You Want,Evanescence,0.0,7ai9KOb2q0MMsvlPQODse3,Evanescence,2011-01-01,New Hard Rock,64BvJcehegyvhqQtV82Ddz,rock,hard rock,0.572,0.921,11.0,-2.623,0.0,0.0747,0.00615,0.0,0.228,0.494,121.982,221360.0
Whatcha Say,Jason Derulo,1,357,2010-01-01,813,1,whatcha say_jason derulo,7xkQdy0cy5ymoWT7nedvLz,Whatcha Say,Jason Derulo,71.0,0DEsmIQ5ir7tz52Nkf4i1K,Jason Derulo (International),2010-02-26,Pop 2009-2011,3gV6KQYZKIuoWml0094vx6,latin,latin hip hop,0.615,0.711,11.0,-5.507,1.0,0.0779,0.0444,0.0,0.145,0.711,144.036,221253.0
Whatever It Takes,Imagine Dragons,12,378,2017-06-02,844,1,whatever it takes_imagine dragons,6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,Imagine Dragons,81.0,33pt9HBdGlAbRGBHQgsZsU,Evolve,2017-06-23,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.672,0.655,10.0,-5.021,0.0,0.0311,0.0362,0.0,0.117,0.556,134.945,201240.0
When I Was Your Man,Bruno Mars,1,630,2012-12-21,1359,1,when i was your man_bruno mars,0nJW01T7XtvILxQgC5J7Wh,When I Was Your Man,Bruno Mars,82.0,58ufpQsJ1DS5kq4hhzQDiI,Unorthodox Jukebox,2012-12-07,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.612,0.28,0.0,-8.648,1.0,0.0434,0.932,0.0,0.088,0.387,72.795,213827.0
When The Party's Over,Billie Eilish,29,528,2018-11-02,1127,1,when the partys over_billie eilish,14JzyD6FlBD5z0wV5P07YI,when the party's over,Billie Eilish,26.0,2DfPdWWXknoGKrfa2Eicyw,when the party's over,2018-10-17,PROJECT: Contemporary,6HaCi9bqaiuSZEDfCEmwyo,r&b,urban contemporary,0.498,0.104,1.0,-14.08,0.0,0.0621,0.979,7.86e-05,0.0895,0.205,124.001,199931.0
Whistle,Flo Rida,1,435,2012-05-11,969,1,whistle_flo rida,3bC1ahPIYt1btJzSSEyyrF,Whistle,Flo Rida,76.0,7eLwoxxWs6lfkVYJGkGNbk,Wild Ones,2012-06-22,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.747,0.937,0.0,-5.746,1.0,0.0453,0.0208,0.0,0.29,0.739,103.976,224653.0
White Iverson,Post Malone,14,465,2015-09-25,1016,1,white iverson_post malone,2N0NifjyXAdMOB4KBGvBJ6,White Iverson,Post Malone,5.0,7ENlsUA8w1nfUSFtpACj1A,White Iverson,2015-08-14,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.669,0.521,7.0,-8.732,1.0,0.0366,0.236,0.0,0.0802,0.327,130.071,255173.0
Who I Am,Nick Jonas & The Administration,73,2,2010-02-19,31,0,who i am_nick jonas the administration,65YX6qx31L6SOQlrSMGYeM,Who I Am,Nick Jonas & The Administration,49.0,5ujKKeQEPzfCsDbrv7ZRBU,Who I AM,2010-02-02,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.636,0.763,4.0,-5.588,1.0,0.035,0.0773,2.81e-05,0.174,0.756,107.256,245573.0
